id,name,category,type,calories,protein,carbs,fat,fiber,price,image,swiggyUrl,zomatoUrl,description,benefits,health_score
appam---street-style-328cf7,Appam - Street Style,lunch,veg,136,15,10,51,4,485,https://images.unsplash.com/photo-1225185957?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Appam+-+Street+Style,https://www.zomato.com/search?q=Appam+-+Street+Style,"Appam - Street Style — delicious veg dish, popular in its region.",Low calorie|High protein,4
sukkha-biryani---restaurant-85ae9f,Sukkha Biryani - Restaurant,lunch,non-veg,169,15,65,7,2,560,https://images.unsplash.com/photo-1264802840?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Sukkha+Biryani+-+Restaurant,https://www.zomato.com/search?q=Sukkha+Biryani+-+Restaurant,"Sukkha Biryani - Restaurant — delicious non-veg dish, popular in its region.",Low calorie|High protein|Low fat,4
bhajia---classic-417-b6571e,Bhajia - Classic 417,dinner,veg,335,15,11,24,1,712,https://images.unsplash.com/photo-1873178522?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Bhajia+-+Classic+417,https://www.zomato.com/search?q=Bhajia+-+Classic+417,"Bhajia - Classic 417 — delicious veg dish, popular in its region.",High protein,4
veg-pizza---signature-1179-4c5f6a,Veg Pizza - Signature 1179,lunch,veg,336,15,35,2,1,29,https://images.unsplash.com/photo-1644231119?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Veg+Pizza+-+Signature+1179,https://www.zomato.com/search?q=Veg+Pizza+-+Signature+1179,"Veg Pizza - Signature 1179 — delicious veg dish, popular in its region.",High protein|Low fat,4
moong-dal-cheela,Moong Dal Cheela,breakfast,veg,170,12,20,5,4,60,https://images.unsplash.com/photo-1567337710282-00832b415979?w=1400&h=900&fit=crop&q=90,https://www.swiggy.com/search?query=moong%20dal%20cheela,https://www.zomato.com/search?q=moong%20dal%20cheela,Green gram lentil crepes,Very high protein|Low calorie|Easy digest|Nutritious,4
boiled-eggs,Boiled Eggs,breakfast,non-veg,140,12,1,10,0,40,https://images.unsplash.com/photo-1578324314873-a5e88e5a03f6?w=1400&h=900&fit=crop&q=90,https://www.swiggy.com/search?query=boiled%20eggs,https://www.zomato.com/search?q=boiled%20eggs,Simple protein-packed boiled eggs,Pure protein|Low calorie|Muscle building|Keto,4
nei-appam---family-recipe-1227-a24d8b,Nei Appam - Family Recipe 1227,breakfast,veg,222,8,2,9,0,564,https://images.unsplash.com/photo-1773415270?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Nei+Appam+-+Family+Recipe+1227,https://www.zomato.com/search?q=Nei+Appam+-+Family+Recipe+1227,"Nei Appam - Family Recipe 1227 — delicious veg dish, popular in its region.",Low calorie|Low fat,4
oats-porridge,Masala Oats,breakfast,veg,180,7,30,4,6,65,https://images.unsplash.com/photo-1517673400267-0251440c45dc?w=1400&h=900&fit=crop&q=90,https://www.swiggy.com/search?query=masala%20oats,https://www.zomato.com/search?q=masala%20oats,Spiced oatmeal with vegetables,Heart healthy|High fiber|Weight loss|Low GI,4
sundal---classic-f2c439,Sundal - Classic,dinner,veg,182,4,12,3,10,328,https://images.unsplash.com/photo-1938997315?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Sundal+-+Classic,https://www.zomato.com/search?q=Sundal+-+Classic,"Sundal - Classic — delicious veg dish, popular in its region.",Low calorie|High fiber|Low fat,4
chicken-nuggets---chef-special-1005-5c3317,Chicken Nuggets - Chef Special 1005,dinner,non-veg,321,60,47,12,18,908,https://images.unsplash.com/photo-1817353686?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Chicken+Nuggets+-+Chef+Special+1005,https://www.zomato.com/search?q=Chicken+Nuggets+-+Chef+Special+1005,"Chicken Nuggets - Chef Special 1005 — delicious non-veg dish, popular in its region.",High protein|High fiber,3
sushi-salmon---home-style-1ce7b2,Sushi Salmon - Home Style,lunch,non-veg,409,60,27,21,16,832,https://images.unsplash.com/photo-1379170537?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Sushi+Salmon+-+Home+Style,https://www.zomato.com/search?q=Sushi+Salmon+-+Home+Style,"Sushi Salmon - Home Style — delicious non-veg dish, popular in its region.",High protein|High fiber,3
beef-burger---home-style-fcd01a,Beef Burger - Home Style,lunch,non-veg,294,60,34,40,15,796,https://images.unsplash.com/photo-1647083647?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Beef+Burger+-+Home+Style,https://www.zomato.com/search?q=Beef+Burger+-+Home+Style,"Beef Burger - Home Style — delicious non-veg dish, popular in its region.",High protein|High fiber,3
butter-chicken---family-recipe-679ef7,Butter Chicken - Family Recipe,dinner,non-veg,391,59,24,48,16,457,https://images.unsplash.com/photo-1099299020?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Butter+Chicken+-+Family+Recipe,https://www.zomato.com/search?q=Butter+Chicken+-+Family+Recipe,"Butter Chicken - Family Recipe — delicious non-veg dish, popular in its region.",High protein|High fiber,3
prawn-curry---street-style-926-5324ba,Prawn Curry - Street Style 926,lunch,non-veg,575,59,3,20,15,309,https://images.unsplash.com/photo-1913705105?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Prawn+Curry+-+Street+Style+926,https://www.zomato.com/search?q=Prawn+Curry+-+Street+Style+926,"Prawn Curry - Street Style 926 — delicious non-veg dish, popular in its region.",High protein|High fiber,3
chicken-fry---family-recipe-edb6d1,Chicken Fry - Family Recipe,dinner,non-veg,664,59,126,5,15,547,https://images.unsplash.com/photo-1683629048?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Chicken+Fry+-+Family+Recipe,https://www.zomato.com/search?q=Chicken+Fry+-+Family+Recipe,"Chicken Fry - Family Recipe — delicious non-veg dish, popular in its region.",High protein|High fiber|Low fat,3
butter-chicken---classic-9e8026,Butter Chicken - Classic,dinner,non-veg,329,59,135,28,13,410,https://images.unsplash.com/photo-1051275783?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Butter+Chicken+-+Classic,https://www.zomato.com/search?q=Butter+Chicken+-+Classic,"Butter Chicken - Classic — delicious non-veg dish, popular in its region.",High protein|High fiber,3
hyderabadi-biryani---chef-special-1298-70818b,Hyderabadi Biryani - Chef Special 1298,lunch,non-veg,809,59,149,1,8,1151,https://images.unsplash.com/photo-1316104335?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Hyderabadi+Biryani+-+Chef+Special+1298,https://www.zomato.com/search?q=Hyderabadi+Biryani+-+Chef+Special+1298,"Hyderabadi Biryani - Chef Special 1298 — delicious non-veg dish, popular in its region.",High protein|High fiber|Low fat,3
sukkha-biryani---home-style-523-63f09a,Sukkha Biryani - Home Style 523,lunch,non-veg,751,58,104,7,14,393,https://images.unsplash.com/photo-1950853184?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Sukkha+Biryani+-+Home+Style+523,https://www.zomato.com/search?q=Sukkha+Biryani+-+Home+Style+523,"Sukkha Biryani - Home Style 523 — delicious non-veg dish, popular in its region.",High protein|High fiber|Low fat,3
hyderabadi-dum-biryani---home-style-469-dcf10c,Hyderabadi Dum Biryani - Home Style 469,lunch,non-veg,595,58,104,1,13,532,https://images.unsplash.com/photo-1219550563?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Hyderabadi+Dum+Biryani+-+Home+Style+469,https://www.zomato.com/search?q=Hyderabadi+Dum+Biryani+-+Home+Style+469,"Hyderabadi Dum Biryani - Home Style 469 — delicious non-veg dish, popular in its region.",High protein|High fiber|Low fat,3
fish-fry---chef-special-03a8aa,Fish Fry - Chef Special,dinner,non-veg,153,58,57,58,3,79,https://images.unsplash.com/photo-1251292711?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Fish+Fry+-+Chef+Special,https://www.zomato.com/search?q=Fish+Fry+-+Chef+Special,"Fish Fry - Chef Special — delicious non-veg dish, popular in its region.",Low calorie|High protein,3
sushi-salmon---signature-a6a2c0,Sushi Salmon - Signature,lunch,non-veg,135,56,79,54,14,1033,https://images.unsplash.com/photo-1347574265?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Sushi+Salmon+-+Signature,https://www.zomato.com/search?q=Sushi+Salmon+-+Signature,"Sushi Salmon - Signature — delicious non-veg dish, popular in its region.",Low calorie|High protein|High fiber,3
malai-kofta---home-style-723-815a82,Malai Kofta - Home Style 723,dinner,veg,331,55,144,25,19,667,https://images.unsplash.com/photo-1980502233?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Malai+Kofta+-+Home+Style+723,https://www.zomato.com/search?q=Malai+Kofta+-+Home+Style+723,"Malai Kofta - Home Style 723 — delicious veg dish, popular in its region.",High protein|High fiber,3
handvo---classic-12f8be,Handvo - Classic,snack,veg,503,55,29,24,17,288,https://images.unsplash.com/photo-1322914705?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Handvo+-+Classic,https://www.zomato.com/search?q=Handvo+-+Classic,"Handvo - Classic — delicious veg dish, popular in its region.",High protein|High fiber,3
sukkha-biryani---signature-49bd13,Sukkha Biryani - Signature,lunch,non-veg,187,55,114,60,14,922,https://images.unsplash.com/photo-1986072623?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Sukkha+Biryani+-+Signature,https://www.zomato.com/search?q=Sukkha+Biryani+-+Signature,"Sukkha Biryani - Signature — delicious non-veg dish, popular in its region.",Low calorie|High protein|High fiber,3
chicken-tikka-masala---family-recipe-e9317d,Chicken Tikka Masala - Family Recipe,dinner,non-veg,454,55,12,36,14,842,https://images.unsplash.com/photo-1798318176?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Chicken+Tikka+Masala+-+Family+Recipe,https://www.zomato.com/search?q=Chicken+Tikka+Masala+-+Family+Recipe,"Chicken Tikka Masala - Family Recipe — delicious non-veg dish, popular in its region.",High protein|High fiber,3
caesar-salad---home-style-68a7d8,Caesar Salad - Home Style,lunch,veg,86,55,133,59,13,448,https://images.unsplash.com/photo-1482501437?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Caesar+Salad+-+Home+Style,https://www.zomato.com/search?q=Caesar+Salad+-+Home+Style,"Caesar Salad - Home Style — delicious veg dish, popular in its region.",Low calorie|High protein|High fiber,3
laddu---signature-f9c518,Laddu - Signature,dinner,veg,871,55,23,45,12,1144,https://images.unsplash.com/photo-1719437115?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Laddu+-+Signature,https://www.zomato.com/search?q=Laddu+-+Signature,"Laddu - Signature — delicious veg dish, popular in its region.",High protein|High fiber,3
pancakes---signature-1279-a6d9fa,Pancakes - Signature 1279,breakfast,veg,170,55,146,11,9,289,https://images.unsplash.com/photo-1075085327?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Pancakes+-+Signature+1279,https://www.zomato.com/search?q=Pancakes+-+Signature+1279,"Pancakes - Signature 1279 — delicious veg dish, popular in its region.",Low calorie|High protein|High fiber,3
payasam---classic-958903,Payasam - Classic,breakfast,veg,802,55,29,14,6,158,https://images.unsplash.com/photo-1053671159?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Payasam+-+Classic,https://www.zomato.com/search?q=Payasam+-+Classic,"Payasam - Classic — delicious veg dish, popular in its region.",High protein|High fiber,3
peda---family-recipe-e46e46,Peda - Family Recipe,lunch,veg,229,55,140,12,4,938,https://images.unsplash.com/photo-1671191545?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Peda+-+Family+Recipe,https://www.zomato.com/search?q=Peda+-+Family+Recipe,"Peda - Family Recipe — delicious veg dish, popular in its region.",Low calorie|High protein,3
veg-wrap---street-style-df09e5,Veg Wrap - Street Style,lunch,veg,424,55,58,6,4,815,https://images.unsplash.com/photo-1664893678?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Veg+Wrap+-+Street+Style,https://www.zomato.com/search?q=Veg+Wrap+-+Street+Style,"Veg Wrap - Street Style — delicious veg dish, popular in its region.",High protein|Low fat,3
veg-noodles---family-recipe-4fe866,Veg Noodles - Family Recipe,lunch,veg,637,54,110,7,20,899,https://images.unsplash.com/photo-1100804079?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Veg+Noodles+-+Family+Recipe,https://www.zomato.com/search?q=Veg+Noodles+-+Family+Recipe,"Veg Noodles - Family Recipe — delicious veg dish, popular in its region.",High protein|High fiber|Low fat,3
sukkha-biryani---home-style-34d743,Sukkha Biryani - Home Style,lunch,non-veg,314,54,51,42,19,794,https://images.unsplash.com/photo-1447720628?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Sukkha+Biryani+-+Home+Style,https://www.zomato.com/search?q=Sukkha+Biryani+-+Home+Style,"Sukkha Biryani - Home Style — delicious non-veg dish, popular in its region.",High protein|High fiber,3
pasta-alfredo---street-style-173-fe8d2c,Pasta Alfredo - Street Style 173,lunch,veg,159,54,36,39,17,296,https://images.unsplash.com/photo-1818599516?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Pasta+Alfredo+-+Street+Style+173,https://www.zomato.com/search?q=Pasta+Alfredo+-+Street+Style+173,"Pasta Alfredo - Street Style 173 — delicious veg dish, popular in its region.",Low calorie|High protein|High fiber,3
puri-sabzi---street-style-2fb300,Puri Sabzi - Street Style,dinner,veg,310,54,70,58,17,807,https://images.unsplash.com/photo-1857546158?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Puri+Sabzi+-+Street+Style,https://www.zomato.com/search?q=Puri+Sabzi+-+Street+Style,"Puri Sabzi - Street Style — delicious veg dish, popular in its region.",High protein|High fiber,3
egg-curry---classic-1098-c0d251,Egg Curry - Classic 1098,lunch,non-veg,84,54,81,55,15,617,https://images.unsplash.com/photo-1570031398?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Egg+Curry+-+Classic+1098,https://www.zomato.com/search?q=Egg+Curry+-+Classic+1098,"Egg Curry - Classic 1098 — delicious non-veg dish, popular in its region.",Low calorie|High protein|High fiber,3
hyderabadi-biryani---classic-7953c8,Hyderabadi Biryani - Classic,lunch,non-veg,546,54,25,44,15,622,https://images.unsplash.com/photo-1766090163?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Hyderabadi+Biryani+-+Classic,https://www.zomato.com/search?q=Hyderabadi+Biryani+-+Classic,"Hyderabadi Biryani - Classic — delicious non-veg dish, popular in its region.",High protein|High fiber,3
veg-spring-roll---family-recipe-681f2f,Veg Spring Roll - Family Recipe,lunch,veg,194,54,112,24,10,496,https://images.unsplash.com/photo-1164273203?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Veg+Spring+Roll+-+Family+Recipe,https://www.zomato.com/search?q=Veg+Spring+Roll+-+Family+Recipe,"Veg Spring Roll - Family Recipe — delicious veg dish, popular in its region.",Low calorie|High protein|High fiber,3
hyderabadi-biryani---chef-special-746-97a456,Hyderabadi Biryani - Chef Special 746,lunch,non-veg,253,54,79,51,10,348,https://images.unsplash.com/photo-1038696433?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Hyderabadi+Biryani+-+Chef+Special+746,https://www.zomato.com/search?q=Hyderabadi+Biryani+-+Chef+Special+746,"Hyderabadi Biryani - Chef Special 746 — delicious non-veg dish, popular in its region.",High protein|High fiber,3
egg-benedict---home-style-d86bce,Egg Benedict - Home Style,lunch,non-veg,428,54,2,58,10,1047,https://images.unsplash.com/photo-1963153217?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Egg+Benedict+-+Home+Style,https://www.zomato.com/search?q=Egg+Benedict+-+Home+Style,"Egg Benedict - Home Style — delicious non-veg dish, popular in its region.",High protein|High fiber,3
puttu---family-recipe-6f9cda,Puttu - Family Recipe,snack,veg,237,54,142,19,4,506,https://images.unsplash.com/photo-1809587611?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Puttu+-+Family+Recipe,https://www.zomato.com/search?q=Puttu+-+Family+Recipe,"Puttu - Family Recipe — delicious veg dish, popular in its region.",Low calorie|High protein,3
filter-coffee---restaurant-aa16c6,Filter Coffee - Restaurant,breakfast,veg,637,53,17,23,19,1041,https://images.unsplash.com/photo-1957782516?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Filter+Coffee+-+Restaurant,https://www.zomato.com/search?q=Filter+Coffee+-+Restaurant,"Filter Coffee - Restaurant — delicious veg dish, popular in its region.",High protein|High fiber,3
imarti---street-style-192-66c844,Imarti - Street Style 192,lunch,veg,459,53,22,48,18,782,https://images.unsplash.com/photo-1384688619?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Imarti+-+Street+Style+192,https://www.zomato.com/search?q=Imarti+-+Street+Style+192,"Imarti - Street Style 192 — delicious veg dish, popular in its region.",High protein|High fiber,3
puri-bhaji---restaurant-87e49d,Puri Bhaji - Restaurant,snack,veg,848,53,4,20,17,761,https://images.unsplash.com/photo-1349011459?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Puri+Bhaji+-+Restaurant,https://www.zomato.com/search?q=Puri+Bhaji+-+Restaurant,"Puri Bhaji - Restaurant — delicious veg dish, popular in its region.",High protein|High fiber,3
tofu-stir-fry---classic-d41872,Tofu Stir Fry - Classic,breakfast,veg,399,53,98,1,10,631,https://images.unsplash.com/photo-1944389432?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Tofu+Stir+Fry+-+Classic,https://www.zomato.com/search?q=Tofu+Stir+Fry+-+Classic,"Tofu Stir Fry - Classic — delicious veg dish, popular in its region.",High protein|High fiber|Low fat,3
kozhi-varuval---street-style-1070-4d1bbb,Kozhi Varuval - Street Style 1070,snack,veg,449,53,8,37,9,284,https://images.unsplash.com/photo-1350503308?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Kozhi+Varuval+-+Street+Style+1070,https://www.zomato.com/search?q=Kozhi+Varuval+-+Street+Style+1070,"Kozhi Varuval - Street Style 1070 — delicious veg dish, popular in its region.",High protein|High fiber,3
hyderabadi-biryani---chef-special-a8d07d,Hyderabadi Biryani - Chef Special,lunch,non-veg,132,53,113,29,8,41,https://images.unsplash.com/photo-1595474564?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Hyderabadi+Biryani+-+Chef+Special,https://www.zomato.com/search?q=Hyderabadi+Biryani+-+Chef+Special,"Hyderabadi Biryani - Chef Special — delicious non-veg dish, popular in its region.",Low calorie|High protein|High fiber,3
bhel-puri---chef-special-715-fa1075,Bhel Puri - Chef Special 715,lunch,veg,322,53,99,45,8,556,https://images.unsplash.com/photo-1213062103?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Bhel+Puri+-+Chef+Special+715,https://www.zomato.com/search?q=Bhel+Puri+-+Chef+Special+715,"Bhel Puri - Chef Special 715 — delicious veg dish, popular in its region.",High protein|High fiber,3
fish-fingers---family-recipe-8978a7,Fish Fingers - Family Recipe,dinner,non-veg,529,53,96,0,8,866,https://images.unsplash.com/photo-1640062054?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Fish+Fingers+-+Family+Recipe,https://www.zomato.com/search?q=Fish+Fingers+-+Family+Recipe,"Fish Fingers - Family Recipe — delicious non-veg dish, popular in its region.",High protein|High fiber|Low fat,3
puran-poli---street-style-5148be,Puran Poli - Street Style,dinner,veg,434,53,121,8,5,125,https://images.unsplash.com/photo-1930032212?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Puran+Poli+-+Street+Style,https://www.zomato.com/search?q=Puran+Poli+-+Street+Style,"Puran Poli - Street Style — delicious veg dish, popular in its region.",High protein|High fiber|Low fat,3
upma---signature-6e16cc,Upma - Signature,breakfast,veg,897,53,1,46,1,844,https://images.unsplash.com/photo-1376802817?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Upma+-+Signature,https://www.zomato.com/search?q=Upma+-+Signature,"Upma - Signature — delicious veg dish, popular in its region.",High protein,3
puttu---home-style-2e582d,Puttu - Home Style,breakfast,veg,634,52,32,9,20,786,https://images.unsplash.com/photo-1506166431?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Puttu+-+Home+Style,https://www.zomato.com/search?q=Puttu+-+Home+Style,"Puttu - Home Style — delicious veg dish, popular in its region.",High protein|High fiber|Low fat,3
chowmein---signature-387db9,Chowmein - Signature,breakfast,veg,211,52,116,11,19,73,https://images.unsplash.com/photo-1858114120?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Chowmein+-+Signature,https://www.zomato.com/search?q=Chowmein+-+Signature,"Chowmein - Signature — delicious veg dish, popular in its region.",Low calorie|High protein|High fiber,3
veg-pizza---street-style-bd36ca,Veg Pizza - Street Style,lunch,veg,106,52,68,46,15,1039,https://images.unsplash.com/photo-1840968941?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Veg+Pizza+-+Street+Style,https://www.zomato.com/search?q=Veg+Pizza+-+Street+Style,"Veg Pizza - Street Style — delicious veg dish, popular in its region.",Low calorie|High protein|High fiber,3
ramen---home-style-78fce7,Ramen - Home Style,lunch,veg,215,52,86,30,15,1173,https://images.unsplash.com/photo-1723338494?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Ramen+-+Home+Style,https://www.zomato.com/search?q=Ramen+-+Home+Style,"Ramen - Home Style — delicious veg dish, popular in its region.",Low calorie|High protein|High fiber,3
chicken-65---signature-c3feac,Chicken 65 - Signature,dinner,non-veg,749,52,18,55,12,319,https://images.unsplash.com/photo-1051624224?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Chicken+65+-+Signature,https://www.zomato.com/search?q=Chicken+65+-+Signature,"Chicken 65 - Signature — delicious non-veg dish, popular in its region.",High protein|High fiber,3
badam-milk---restaurant-374-a66e47,Badam Milk - Restaurant 374,lunch,veg,224,52,113,49,11,698,https://images.unsplash.com/photo-1634692218?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Badam+Milk+-+Restaurant+374,https://www.zomato.com/search?q=Badam+Milk+-+Restaurant+374,"Badam Milk - Restaurant 374 — delicious veg dish, popular in its region.",Low calorie|High protein|High fiber,3
malabar-fish-curry---signature-2741d7,Malabar Fish Curry - Signature,lunch,non-veg,596,52,20,31,11,691,https://images.unsplash.com/photo-1290882484?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Malabar+Fish+Curry+-+Signature,https://www.zomato.com/search?q=Malabar+Fish+Curry+-+Signature,"Malabar Fish Curry - Signature — delicious non-veg dish, popular in its region.",High protein|High fiber,3
aloo-bonda---street-style-98c332,Aloo Bonda - Street Style,breakfast,veg,122,52,102,28,4,764,https://images.unsplash.com/photo-1696364146?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Aloo+Bonda+-+Street+Style,https://www.zomato.com/search?q=Aloo+Bonda+-+Street+Style,"Aloo Bonda - Street Style — delicious veg dish, popular in its region.",Low calorie|High protein,3
appam---home-style-55d481,Appam - Home Style,lunch,veg,307,52,131,21,2,1122,https://images.unsplash.com/photo-1961901494?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Appam+-+Home+Style,https://www.zomato.com/search?q=Appam+-+Home+Style,"Appam - Home Style — delicious veg dish, popular in its region.",High protein,3
veg-pizza---home-style-3691d7,Veg Pizza - Home Style,lunch,veg,818,51,102,9,17,320,https://images.unsplash.com/photo-1281780740?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Veg+Pizza+-+Home+Style,https://www.zomato.com/search?q=Veg+Pizza+-+Home+Style,"Veg Pizza - Home Style — delicious veg dish, popular in its region.",High protein|High fiber|Low fat,3
khichdi---restaurant-b93243,Khichdi - Restaurant,dinner,veg,88,51,55,14,15,1048,https://images.unsplash.com/photo-1296027656?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Khichdi+-+Restaurant,https://www.zomato.com/search?q=Khichdi+-+Restaurant,"Khichdi - Restaurant — delicious veg dish, popular in its region.",Low calorie|High protein|High fiber,3
mutton-rogan-josh---chef-special-bbc536,Mutton Rogan Josh - Chef Special,dinner,non-veg,271,51,107,16,11,1144,https://images.unsplash.com/photo-1257667827?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Mutton+Rogan+Josh+-+Chef+Special,https://www.zomato.com/search?q=Mutton+Rogan+Josh+-+Chef+Special,"Mutton Rogan Josh - Chef Special — delicious non-veg dish, popular in its region.",High protein|High fiber,3
kadhi-chawal---family-recipe-abaf64,Kadhi Chawal - Family Recipe,breakfast,veg,268,51,38,42,8,31,https://images.unsplash.com/photo-1100389315?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Kadhi+Chawal+-+Family+Recipe,https://www.zomato.com/search?q=Kadhi+Chawal+-+Family+Recipe,"Kadhi Chawal - Family Recipe — delicious veg dish, popular in its region.",High protein|High fiber,3
tofu-stir-fry---signature-8a82b5,Tofu Stir Fry - Signature,lunch,veg,729,51,1,12,1,522,https://images.unsplash.com/photo-1512159648?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Tofu+Stir+Fry+-+Signature,https://www.zomato.com/search?q=Tofu+Stir+Fry+-+Signature,"Tofu Stir Fry - Signature — delicious veg dish, popular in its region.",High protein,3
boondi-ladoo---restaurant-1e1ef2,Boondi Ladoo - Restaurant,snack,veg,140,50,69,30,20,986,https://images.unsplash.com/photo-1588640397?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Boondi+Ladoo+-+Restaurant,https://www.zomato.com/search?q=Boondi+Ladoo+-+Restaurant,"Boondi Ladoo - Restaurant — delicious veg dish, popular in its region.",Low calorie|High protein|High fiber,3
besan-ladoo---street-style-b845bc,Besan Ladoo - Street Style,snack,veg,204,50,83,26,19,263,https://images.unsplash.com/photo-1555646506?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Besan+Ladoo+-+Street+Style,https://www.zomato.com/search?q=Besan+Ladoo+-+Street+Style,"Besan Ladoo - Street Style — delicious veg dish, popular in its region.",Low calorie|High protein|High fiber,3
fish-fry---restaurant-e3ab88,Fish Fry - Restaurant,dinner,non-veg,267,50,73,27,7,599,https://images.unsplash.com/photo-1396929848?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Fish+Fry+-+Restaurant,https://www.zomato.com/search?q=Fish+Fry+-+Restaurant,"Fish Fry - Restaurant — delicious non-veg dish, popular in its region.",High protein|High fiber,3
rava-dosa---family-recipe-511-24bc67,Rava Dosa - Family Recipe 511,breakfast,veg,298,50,86,12,7,218,https://images.unsplash.com/photo-1444972132?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Rava+Dosa+-+Family+Recipe+511,https://www.zomato.com/search?q=Rava+Dosa+-+Family+Recipe+511,"Rava Dosa - Family Recipe 511 — delicious veg dish, popular in its region.",High protein|High fiber,3
keema-pav---street-style-8430ac,Keema Pav - Street Style,dinner,veg,611,50,30,17,7,850,https://images.unsplash.com/photo-1452944270?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Keema+Pav+-+Street+Style,https://www.zomato.com/search?q=Keema+Pav+-+Street+Style,"Keema Pav - Street Style — delicious veg dish, popular in its region.",High protein|High fiber,3
